Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for promoting interoperability of EHRs,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,FIPS,CBSA 2020,RUCA,FORHP/ RURAL 2022,PSF PAYMENT,POS CERTIFIED BEDS,POS TOTAL BEDS,CR ACUTE BEDS,PSF BEDS,longitude,latitude
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,ONTARIO,(315) 462-9561,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,2,0,2,0,,8,3,1,2,0,,11,7,0,6,1,,8,8,,12,7,,36069,Metro,2.0,Metro,PPS,154,154,77.0,76.0,-77.137257,42.959892
111308,CLINCH MEMORIAL HOSPITAL,1050 VALDOSTA HIGHWAY,HOMERVILLE,GA,31634,CLINCH,(912) 487-5211,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,4,,13065,Neither,5.0,Rural,CAH,25,25,15.0,,-82.764287,31.033931
490060,CLINCH VALLEY MEDICAL CENTER,6801 GOVERNOR GC PERRY HIGHWAY,RICHLANDS,VA,24641,TAZEWELL,(276) 596-6000,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,4,0,4,0,,8,4,0,4,0,,11,8,0,8,0,,8,8,,12,9,,51185,Micro,7.0,Rural,PPS,175,175,151.0,146.0,-81.802451,37.111816
360175,CLINTON MEMORIAL HOSPITAL,610 WEST MAIN STREET,WILMINGTON,OH,45177,CLINTON,(937) 382-9252,Acute Care Hospitals,Government - Local,No,Y,Y,2,,7,5,0,5,0,,8,2,0,2,0,,11,8,1,7,0,,8,8,,12,9,,39027,Micro,4.0,Rural,MDH,143,143,75.0,70.0,-83.839312,39.444526
50492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,CA,93611,FRESNO,(559) 324-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,6,0,5,1,,8,7,2,5,0,,11,10,1,9,0,,8,8,,12,8,,6019,Metro,1.0,Metro,PPS,109,208,280.0,203.0,-119.66078,36.84017
371319,"COAL COUNTY GENERAL HOSPITAL, INC.",6 NORTH COVINGTON,COALGATE,OK,74538,COAL,(580) 927-2327,Critical Access Hospitals,Proprietary,Yes,Y,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,3,,40029,Neither,10.0,Rural,CAH,20,20,20.0,,-96.223823,34.539344
51338,COALINGA REGIONAL MEDICAL CENTER,1191 PHELPS AVENUE,COALINGA,CA,93210,FRESNO,(559) 821-6202,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,6019,Metro,4.0,Rural,CAH,138,138,22.0,,-120.341828,36.152172
50771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,(562) 868-3751,Acute Care Hospitals,Proprietary,Yes,Y,,2,,7,2,0,2,0,,8,3,0,3,0,,11,3,0,3,0,,8,8,,12,7,,6037,Metro,1.0,Metro,PPS,105,117,117.0,115.0,-118.08264,33.906956
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,JASPER,(843) 784-8182,Acute Care Hospitals,Proprietary,Yes,Y,Y,2,,7,4,0,4,0,,8,2,0,2,0,,11,8,2,6,0,,8,8,,12,10,,45053,Metro,,Rural,PPS,41,41,41.0,45.0,-81.053838,32.314803
331320,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,(518) 254-3456,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,2,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,4,1,,8,8,,12,7,,36095,Metro,2.0,Rural,CAH,40,40,25.0,,-74.481475,42.686826
31314,COBRE VALLEY REGIONAL MEDICAL CENTER,5880 SOUTH HOSPITAL DRIVE,GLOBE,AZ,85501,GILA,(928) 402-1122,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,3,0,3,0,,8,1,0,1,0,,11,9,0,8,1,,8,8,,12,5,,4007,Micro,4.0,Rural,CAH,25,25,25.0,,-110.826823,33.405982
451366,COCHRAN MEMORIAL HOSPITAL,205 E GRANT STREET,MORTON,TX,79346,COCHRAN,(806) 266-5565,Critical Access Hospitals,Government - Local,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,1,,48079,Neither,10.0,Rural,CAH,18,18,18.0,,-94.516669,41.506558
531312,CODY REGIONAL HEALTH,707 SHERIDAN AVENUE,CODY,WY,82414,PARK,(307) 572-7501,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,Not Available,5,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,Not Available,5.0,56029,Neither,7.0,Rural,CAH,25,25,25.0,,-109.073811,44.526587
110089,"COFFEE REGIONAL MEDICAL CENTER, INC",1101 OCILLA ROAD,DOUGLAS,GA,31533,COFFEE,(912) 383-5620,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,2,,7,6,0,6,0,,8,4,2,2,0,,11,8,0,6,2,,8,8,,12,10,,13069,Micro,4.0,Rural,SCH,88,88,82.0,81.0,-82.863864,31.510596
171385,COFFEY COUNTY HOSPITAL,801 N FOURTH STREET,BURLINGTON,KS,66839,COFFEY,(620) 364-2121,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,1,3,0,,8,Not Available,5.0,12,5,,20031,Neither,7.0,Rural,CAH,25,25,25.0,,-104.40123,32.849711
451384,COGDELL MEMORIAL HOSPITAL,1700 COGDELL BLVD,SNYDER,TX,79549,SCURRY,(325) 574-7437,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,7,,48415,Micro,4.0,Rural,CAH,25,25,25.0,,-100.917511,32.687913
451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,310 SOUTH PECOS STREET,COLEMAN,TX,76834,COLEMAN,(325) 625-2135,Critical Access Hospitals,Proprietary,Yes,,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,2,,48083,Neither,7.0,Rural,CAH,25,25,25.0,,-99.42576,31.828608
50543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,CA,92627,ORANGE,(949) 642-2734,Acute Care Hospitals,Proprietary,No,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,1,1,0,0,,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,3,,6059,Metro,1.0,Metro,PPS,122,122,122.0,122.0,-117.912482,33.651726
50776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 595-1911,Acute Care Hospitals,Proprietary,Yes,Y,,1,,7,3,0,3,0,,8,5,0,5,0,,11,5,0,5,0,,8,8,,12,7,,6037,Metro,1.0,Metro,PPS,157,157,221.0,221.0,-118.193072,33.807102
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,(843) 782-2000,Acute Care Hospitals,Proprietary,Yes,Y,Y,3,,7,4,0,4,0,,8,3,0,3,0,,11,6,0,5,1,,8,8,,12,10,,45029,Neither,7.0,Rural,SCH,135,135,102.0,100.0,-80.669834,32.923311
451355,COLLINGSWORTH GENERAL HOSPITAL,1013 15TH ST,WELLINGTON,TX,79095,COLLINGSWORTH,(806) 447-2521,Critical Access Hospitals,Proprietary,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,4,,48087,Neither,10.0,Rural,CAH,16,16,13.0,,-100.211766,34.848573
51323,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,SAN BERNARDINO,(760) 326-7162,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,4,,6071,Metro,7.0,Rural,CAH,25,25,25.0,,-114.617434,34.833019
110105,COLQUITT REGIONAL MEDICAL CENTER,3131 SOUTH MAIN STREET,MOULTRIE,GA,31768,COLQUITT,(229) 985-3420,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Y,3,,7,5,0,5,0,,8,6,1,5,0,,11,8,0,7,1,,8,8,,12,9,,13071,Micro,4.0,Rural,SCH/RRC,99,99,99.0,103.0,-83.780702,31.125824
501317,COLUMBIA BASIN HOSPITAL,200 NAT WASHINGTON WAY,EPHRATA,WA,98823,GRANT,(509) 754-4631,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,4,,53025,Micro,7.0,Rural,CAH,21,28,25.0,,-119.546615,47.314262
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,2,,7,4,0,4,0,,8,6,0,5,1,,11,9,0,9,0,,8,8,,12,9,,36021,Micro,4.0,Rural,RRC,124,124,192.0,192.0,-73.777767,42.246386
330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,12534,COLUMBIA,(518) 828-7601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,,2,,7,4,0,4,0,,8,6,0,5,1,,11,9,0,9,0,,8,8,,12,9,,41007,Micro,4.0,Rural,CAH,25,49,25.0,,-73.777767,42.246386
381320,COLUMBIA MEMORIAL HOSPITAL,2111 EXCHANGE STREET,ASTORIA,OR,97103,CLATSOP,(503) 325-4321,Critical Access Hospitals,Proprietary,Yes,Y,Y,Not Available,5,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,8,,12,Not Available,5.0,36021,Micro,4.0,Rural,RRC,124,124,192.0,192.0,-123.81858,46.187774
381320,COLUMBIA MEMORIAL HOSPITAL,2111 EXCHANGE STREET,ASTORIA,OR,97103,CLATSOP,(503) 325-4321,Critical Access Hospitals,Proprietary,Yes,Y,Y,Not Available,5,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,8,,12,Not Available,5.0,41007,Micro,4.0,Rural,CAH,25,49,25.0,,-123.81858,46.187774
450370,COLUMBUS COMMUNITY HOSPITAL,110 SHULT DR,COLUMBUS,TX,78934,COLORADO,(979) 732-2371,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,1,4,0,,8,8,,12,8,,48089,Neither,7.0,Rural,SCH,36,40,40.0,40.0,-96.542579,29.695131
521338,COLUMBUS COMMUNITY HOSPITAL,1515 PARK AVE,COLUMBUS,WI,53925,COLUMBIA,(920) 623-2200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,6,0,6,0,,8,8,,12,3,,48089,Neither,7.0,Rural,SCH,36,40,40.0,40.0,-89.035281,43.322404
280111,"COLUMBUS COMMUNITY HOSPITAL, INC",4600 38TH ST,COLUMBUS,NE,68601,PLATTE,(402) 564-7118,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,4,,7,4,0,4,0,,8,3,1,2,0,,11,7,0,7,0,,8,8,,12,11,,31141,Micro,4.0,Rural,SCH,47,47,50.0,47.0,-97.385428,41.455428
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,COLUMBUS,(910) 642-8011,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Y,1,,7,4,0,3,1,,8,6,0,6,0,,11,9,0,8,1,,8,8,,12,10,,37047,Neither,7.0,Rural,RRC,166,166,154.0,150.0,-78.695216,34.337316
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,IN,47201,BARTHOLOMEW,(812) 379-4441,Acute Care Hospitals,Government - Local,Yes,Y,Y,4,,7,7,0,7,0,,8,7,1,6,0,,11,11,1,10,0,,8,8,,12,10,,18005,Metro,1.0,Metro,RRC,160,160,223.0,237.0,-85.895878,39.218165
50783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,CA,95932,COLUSA,(530) 619-0800,Acute Care Hospitals,Proprietary,Yes,Y,,4,,7,3,0,3,0,,8,1,0,1,0,,11,4,0,4,0,,8,Not Available,5.0,12,6,,6011,Neither,7.0,Rural,SCH,48,48,42.0,35.0,-122.001117,39.20591
171312,COMANCHE COUNTY HOSPITAL,202 S FRISCO STREET,COLDWATER,KS,67029,COMANCHE,(620) 582-2144,Critical Access Hospitals,Government - Local,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,2,,20033,Neither,10.0,Rural,CAH,12,14,12.0,18.0,-89.652721,37.178089
451382,COMANCHE COUNTY MEDICAL CENTER,10201 HWY 16,COMANCHE,TX,76442,COMANCHE,(254) 879-4900,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,Not Available,5.0,12,6,,48093,Neither,8.0,Rural,CAH,38,38,25.0,,-98.561869,31.984484
370056,COMANCHE COUNTY MEMORIAL HOSPITAL,3401 WEST GORE BLVD,LAWTON,OK,73505,COMANCHE,(580) 355-8620,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,Y,1,,7,7,0,7,0,,8,7,1,3,3,,11,11,0,9,2,,8,8,,12,11,,40031,Metro,1.0,Metro,PPS,283,283,201.0,192.0,-98.433792,34.61134
140251,COMMUNITY FIRST MEDICAL CENTER,5645 W ADDISON STREET,CHICAGO,IL,60634,COOK,(773) 282-7000,Acute Care Hospitals,Proprietary,Yes,,,1,,7,5,0,5,0,,8,6,2,4,0,,11,6,0,3,3,,8,8,,12,7,,17031,Metro,1.0,Metro,PPS,299,299,213.0,206.0,-87.767767,41.945356
60054,COMMUNITY HOSPITAL,2351 'G' RD,GRAND JUNCTION,CO,81505,MESA,(970) 644-3011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,2,0,2,0,,8,4,0,4,0,,11,8,2,5,1,,8,8,,12,9,,8077,Metro,1.0,Metro,PPS,78,78,44.0,42.0,-108.614606,39.105144
60054,COMMUNITY HOSPITAL,2351 'G' RD,GRAND JUNCTION,CO,81505,MESA,(970) 644-3011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,2,0,2,0,,8,4,0,4,0,,11,8,2,5,1,,8,8,,12,9,,18089,Metro,1.0,Metro,PPS,437,437,405.0,342.0,-108.614606,39.105144
60054,COMMUNITY HOSPITAL,2351 'G' RD,GRAND JUNCTION,CO,81505,MESA,(970) 644-3011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,2,0,2,0,,8,4,0,4,0,,11,8,2,5,1,,8,8,,12,9,,31145,Neither,7.0,Rural,CAH,25,25,25.0,,-108.614606,39.105144
60054,COMMUNITY HOSPITAL,2351 'G' RD,GRAND JUNCTION,CO,81505,MESA,(970) 644-3011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,5,,7,2,0,2,0,,8,4,0,4,0,,11,8,2,5,1,,8,8,,12,9,,56015,Neither,7.0,Rural,CAH,25,25,25.0,,-108.614606,39.105144
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,LAKE,(219) 836-1600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,7,0,,8,8,2,6,0,,11,11,0,8,3,,8,8,,12,10,,8077,Metro,1.0,Metro,PPS,78,78,44.0,42.0,-87.507024,41.549582
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,LAKE,(219) 836-1600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,7,0,,8,8,2,6,0,,11,11,0,8,3,,8,8,,12,10,,18089,Metro,1.0,Metro,PPS,437,437,405.0,342.0,-87.507024,41.549582
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,LAKE,(219) 836-1600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,7,0,,8,8,2,6,0,,11,11,0,8,3,,8,8,,12,10,,31145,Neither,7.0,Rural,CAH,25,25,25.0,,-87.507024,41.549582
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,IN,46321,LAKE,(219) 836-1600,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,2,,7,7,0,7,0,,8,8,2,6,0,,11,11,0,8,3,,8,8,,12,10,,56015,Neither,7.0,Rural,CAH,25,25,25.0,,-87.507024,41.549582
281363,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,69001,RED WILLOW,(308) 344-2650,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,,3,,7,3,0,3,0,,8,1,0,1,0,,11,7,0,7,0,,8,Not Available,5.0,12,5,,8077,Metro,1.0,Metro,PPS,78,78,44.0,42.0,-100.643942,40.246709
281363,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,69001,RED WILLOW,(308) 344-2650,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,,3,,7,3,0,3,0,,8,1,0,1,0,,11,7,0,7,0,,8,Not Available,5.0,12,5,,18089,Metro,1.0,Metro,PPS,437,437,405.0,342.0,-100.643942,40.246709
281363,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,69001,RED WILLOW,(308) 344-2650,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,,3,,7,3,0,3,0,,8,1,0,1,0,,11,7,0,7,0,,8,Not Available,5.0,12,5,,31145,Neither,7.0,Rural,CAH,25,25,25.0,,-100.643942,40.246709
281363,COMMUNITY HOSPITAL,"P O BOX 1328, 1301 EAST H ST",MCCOOK,NE,69001,RED WILLOW,(308) 344-2650,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,,3,,7,3,0,3,0,,8,1,0,1,0,,11,7,0,7,0,,8,Not Available,5.0,12,5,,56015,Neither,7.0,Rural,CAH,25,25,25.0,,-100.643942,40.246709
531307,COMMUNITY HOSPITAL,2000 CAMPBELL DRIVE,TORRINGTON,WY,82240,GOSHEN,(307) 532-4181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,Not Available,5.0,12,6,,8077,Metro,1.0,Metro,PPS,78,78,44.0,42.0,-104.192234,42.083037
531307,COMMUNITY HOSPITAL,2000 CAMPBELL DRIVE,TORRINGTON,WY,82240,GOSHEN,(307) 532-4181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,Not Available,5.0,12,6,,18089,Metro,1.0,Metro,PPS,437,437,405.0,342.0,-104.192234,42.083037
531307,COMMUNITY HOSPITAL,2000 CAMPBELL DRIVE,TORRINGTON,WY,82240,GOSHEN,(307) 532-4181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,Not Available,5.0,12,6,,31145,Neither,7.0,Rural,CAH,25,25,25.0,,-104.192234,42.083037
531307,COMMUNITY HOSPITAL,2000 CAMPBELL DRIVE,TORRINGTON,WY,82240,GOSHEN,(307) 532-4181,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,Not Available,5.0,12,6,,56015,Neither,7.0,Rural,CAH,25,25,25.0,,-104.192234,42.083037
261303,COMMUNITY HOSPITAL ASSOCIATION,"26136 US HIGHWAY 59, PO BOX 107",FAIRFAX,MO,64446,ATCHISON,(660) 686-2211,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,Not Available,5.0,12,5,,29005,Neither,10.0,Rural,CAH,25,25,16.0,,-95.414049,40.317092
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,MARION,(317) 355-5411,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,7,0,6,1,,8,7,2,5,0,,11,11,1,10,0,,8,8,,12,10,,18097,Metro,1.0,Metro,RRC,263,263,387.0,348.0,-86.076194,39.786792
10034,COMMUNITY HOSPITAL INC,805 FRIENDSHIP ROAD,TALLASSEE,AL,36078,ELMORE,(334) 283-6541,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,5,,1051,Metro,7.0,Rural,PPS,69,69,37.0,35.0,-85.912319,32.534253
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,IN,46256,MARION,(317) 621-5335,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,5,0,5,0,,8,8,3,5,0,,11,7,0,7,0,,8,8,,12,11,,18097,Metro,1.0,Metro,PPS,298,298,340.0,291.0,-86.041683,39.900662
271335,COMMUNITY HOSPITAL OF ANACONDA,401 W PENNSYLVANIA,ANACONDA,MT,59711,DEER LODGE,(406) 563-8500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,3,1,2,0,,8,8,,12,3,,30023,Neither,7.0,Rural,CAH,25,25,25.0,,-112.956339,46.132136
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,IN,46011,MADISON,(765) 298-4242,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,5,0,5,0,,8,7,1,6,0,,11,9,1,8,0,,8,8,,12,11,,18095,Metro,1.0,Metro,PPS,137,137,128.0,118.0,-85.694373,40.131155
151300,COMMUNITY HOSPITAL OF BREMEN INC,1020 HIGH RD,BREMEN,IN,46506,MARSHALL,(574) 546-2211,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,8,,12,3,,18099,Micro,7.0,Rural,CAH,24,24,24.0,,-86.158762,41.456254
50091,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,HUNTINGTON PARK,CA,90255,LOS ANGELES,(323) 583-1931,Acute Care Hospitals,Proprietary,Yes,Y,,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,3,0,3,0,,8,8,,12,6,,6037,Metro,1.0,Metro,PPS,81,81,81.0,84.0,-118.223879,33.989714
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,92411,SAN BERNARDINO,(909) 887-6333,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,3,,7,2,0,2,0,,8,5,1,4,0,,11,4,0,4,0,,8,8,,12,8,,6071,Metro,1.0,Metro,PPS,347,347,185.0,183.0,-117.320583,34.132195
141306,COMMUNITY HOSPITAL OF STAUNTON,400 N CALDWELL ST,STAUNTON,IL,62088,MACOUPIN,(618) 635-2200,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,1,,17117,Metro,2.0,Rural,CAH,25,25,25.0,,-80.82464,35.233989
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,(831) 624-5311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Y,4,,7,7,1,6,0,,8,7,0,7,0,,11,11,0,9,2,,8,8,,12,11,,6053,Metro,1.0,Metro,RRC,286,286,227.0,225.0,-121.840854,36.57469
370203,"COMMUNITY HOSPITAL, LLC",3100 SOUTHWEST 89TH STREET,OKLAHOMA CITY,OK,73159,OKLAHOMA,(405) 602-8100,Acute Care Hospitals,Physician,Yes,,,5,,7,Not Available,Not Available,Not Available,Not Available,5.0,8,4,0,4,0,,11,4,0,4,0,,8,8,,12,7,,40027,Metro,1.0,Metro,PPS,45,45,45.0,37.0,-97.571308,35.375568
171354,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",120 WEST 8TH STREET,ONAGA,KS,66521,POTTAWATOMIE,(785) 889-4272,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,7,,20149,Metro,10.0,Rural,CAH,25,25,25.0,,-96.171323,39.496576
360121,COMMUNITY HOSPITALS AND WELLNESS CENTERS,433 WEST HIGH STREET,BRYAN,OH,43506,WILLIAMS,(419) 636-1131,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Y,3,,7,3,0,3,0,,8,2,0,2,0,,11,9,0,9,0,,8,8,,12,9,,39171,Neither,7.0,Rural,MDH/RRC,70,70,75.0,74.0,-84.557713,41.473941
